Mix	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Tumor
SimData1303	0.00168006720268811	0.0439217568702748	0.0447217888715549	0.0536021440857634	0.0121204848193928	0.0442017680707228	0.0707228289131565	0.0120004800192008	0.0528421136845474	0.0641625665026601	0.600024000960038
SimData1304	0.00168006720268811	0.0439217568702748	0.0447217888715549	0.0536021440857634	0.0121204848193928	0.0442017680707228	0.0707228289131565	0.0120004800192008	0.0528421136845474	0.0641625665026601	0.600024000960038
SimData1305	0.00168006720268811	0.0439217568702748	0.0447217888715549	0.0536021440857634	0.0121204848193928	0.0442017680707228	0.0707228289131565	0.0120004800192008	0.0528421136845474	0.0641625665026601	0.600024000960038
SimData1306	0.00126003780113403	0.0329409882296469	0.0335410062301869	0.0402012060361811	0.00909027270818125	0.0331509945298359	0.0530415912477374	0.00900027000810024	0.0396311889356681	0.0481214436433093	0.700021000630019
SimData1307	0.000840016800336007	0.0219604392087842	0.0223604472089442	0.0268005360107202	0.00606012120242405	0.0221004420088402	0.0353607072141443	0.00600012000240005	0.0264205284105682	0.0320806416128323	0.800016000320006
SimData1308	0.000420004200042	0.010980109801098	0.011180111801118	0.01340013400134	0.003030030300303	0.011050110501105	0.017680176801768	0.0030000300003	0.013210132101321	0.016040160401604	0.900009000090001
SimData1309	0	0	0	0	0	0	0	0	0	0	1
SimData131	0.0256020481638531	0.0554444355548444	0.0476838147051764	0.0544843587486999	0.00432034562765021	0.0576046083686695	0.0421633730698456	0.0342027362188975	0.0599647971837747	0.0184814785182815	0.600048003840307
SimData1310	0.184981501849815	0.0374962503749625	0.0132986701329867	0.188981101889811	0.131286871312869	0.0543945605439456	0.170682931706829	0.0313968603139686	0.0857914208579142	0.101689831016898	0
SimData1311	0.166485016348529	0.0337469627733504	0.0119689227969483	0.170084692377686	0.118159365657091	0.0489555939965403	0.153616174544291	0.0282574568288854	0.0772130508254257	0.0915217630413263	0.0999910008099271
SimData1312	0.147988160947124	0.0299976001919846	0.0106391488680906	0.151187904967603	0.105031597472202	0.0435165186785057	0.136549076073914	0.0251179905607551	0.0686345092392609	0.0813534917206623	0.199984001279898
SimData1313	0.129490935634506	0.026248162628616	0.00930934834561581	0.132290739648225	0.0919035667503275	0.0380773345865789	0.11948163628546	0.0219784615076945	0.0600557960942734	0.0711850170488066	0.299979001469897
SimData1314	0.110993340399576	0.0224986500809951	0.00797952122872628	0.113393196408216	0.078775273483591	0.032638041717497	0.10241385516869	0.0188388696678199	0.0514769113853169	0.0610163390196588	0.399976001439914
SimData1315	0.0924953752312384	0.0187490625468727	0.00664966751662417	0.0944952752362382	0.0656467176641168	0.0271986400679966	0.0853457327133643	0.015699215039248	0.0428978551072446	0.0508474576271186	0.499975001249938
SimData1316	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1317	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1318	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1319	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData132	0.0256020481638531	0.0554444355548444	0.0476838147051764	0.0544843587486999	0.00432034562765021	0.0576046083686695	0.0421633730698456	0.0342027362188975	0.0599647971837747	0.0184814785182815	0.600048003840307
SimData1320	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1321	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1322	0.0739970401183953	0.014999400023999	0.00531978720851166	0.0755969761209552	0.0525178992840286	0.0217591296348146	0.0682772689092436	0.0125594976200952	0.0343186272549098	0.0406783728650854	0.599976000959962
SimData1323	0.0554983350499485	0.0112496625101247	0.00398988030359089	0.0566982990510285	0.0393888183354499	0.0163195104146876	0.0512084637460876	0.00941971740847775	0.0257392278231653	0.0305090847274582	0.699979000629981
SimData1324	0.0369992600147997	0.00749985000299994	0.00265994680106398	0.0377992440151197	0.0262594748105038	0.0108797824043519	0.0341393172136557	0.00627987440251195	0.0171596568068639	0.0203395932081358	0.799984000319994
SimData1325	0.01849981500185	0.003749962500375	0.001329986700133	0.01889981100189	0.013129868701313	0.00543994560054399	0.017069829301707	0.003139968600314	0.00857991420085799	0.010169898301017	0.899991000089999
SimData1326	0	0	0	0	0	0	0	0	0	0	1
SimData1327	0.0327967203279672	0.0941905809419058	0.112188781121888	0.0105989401059894	0.0170982901709829	0.0397960203979602	0.127787221277872	0.233176682331767	0.185081491850815	0.147285271472853	0
SimData1328	0.0295173434390905	0.0847723704866562	0.100970912617864	0.00953914147726705	0.0153886150246478	0.0358167764901159	0.115009649131578	0.209861112499875	0.166575008249258	0.13255806977372	0.0999910008099271
SimData1329	0.0262379009679226	0.0753539716822654	0.089752819774418	0.00847932165426766	0.013678905687545	0.0318374530037597	0.102231821454284	0.186545076393888	0.148068154547636	0.117830573554116	0.199984001279898
SimData133	0.0192011520691241	0.041582494949697	0.0357621457287437	0.0408624517471048	0.0032401944116647	0.0432025921555293	0.0316218973138388	0.0256515390923455	0.0449726983619017	0.013860831649899	0.700042002520151
SimData1330	0.0229583929124961	0.0659353845230834	0.0785345025848191	0.00741948063635546	0.0119691621586489	0.0278580499365044	0.0894537382383233	0.16322857399982	0.129560930734849	0.103102782805204	0.299979001469897
SimData1331	0.0196788192708438	0.0565166090034598	0.0673159610423375	0.00635961842289463	0.0102593844369338	0.0238785672859628	0.0766753994760314	0.139911605303682	0.111053336799792	0.0883746975181489	0.399976001439914
SimData1332	0.016399180040998	0.0470976451177441	0.056097195140243	0.00529973501324934	0.00854957252137393	0.0198990050497475	0.063896805159742	0.116594170291485	0.0925453727313634	0.0736463176841158	0.499975001249938
SimData1333	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1334	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1335	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1336	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1337	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1338	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData1339	0.0131194752209912	0.0376784928602856	0.0448782048718051	0.00423983040678373	0.00683972641094356	0.015919363225471	0.0511179552817887	0.093276268949242	0.0740370385184592	0.0589176432942682	0.599976000959962
SimData134	0.0128005120204808	0.0277211088443538	0.0238409536381455	0.0272410896435857	0.00216008640345614	0.0288011520460818	0.0210808432337294	0.0171006840273611	0.0299811992479699	0.00924036961478459	0.800032001280051
SimData1340	0.00983970480885573	0.0282591522254332	0.0336589902302931	0.00317990460286191	0.00512984610461686	0.0119396418107457	0.038338849834505	0.0699579012629621	0.0555283341499755	0.0441886743397698	0.699979000629981
SimData1341	0.00655986880262395	0.0188396232075358	0.0224395512089758	0.00211995760084798	0.00341993160136797	0.00795984080318394	0.0255594888102238	0.0466390672186556	0.0370192596148077	0.0294594108117838	0.799984000319994
SimData1342	0.003279967200328	0.00941990580094199	0.011219887801122	0.001059989400106	0.001709982900171	0.003979960200398	0.012779872201278	0.023319766802332	0.018509814901851	0.014729852701473	0.899991000089999
SimData1343	0	0	0	0	0	0	0	0	0	0	1
SimData1344	0.107510751075108	0.100910091009101	0.107410741074107	0.0294029402940294	0.135713571357136	0.105510551055106	0.147114711471147	0.125612561256126	0.0101010101010101	0.130713071307131	0
SimData1345	0.0967587082837455	0.0908181736356272	0.0966687001830165	0.0264623816143453	0.122140992689342	0.0949585462691642	0.132401916172456	0.113050174515706	0.00909081817363563	0.117640587652889	0.100009000810073
SimData1346	0.086006880550444	0.0807264581166493	0.085926874149932	0.02352188175054	0.10856868549484	0.0844067525402032	0.117689415153212	0.100488039043123	0.00808064645171614	0.104568365469238	0.200016001280102
SimData1347	0.0752552678687508	0.0706349444461112	0.0751852629684078	0.0205814407008491	0.0949966497654836	0.0738551698618903	0.102977208404588	0.0879261548308382	0.00707049493464543	0.0914964047483324	0.300021001470103
SimData1348	0.0645038702322139	0.0605436326179571	0.0644438666319979	0.0176410584635078	0.0814248854931296	0.0633037982278937	0.0882652959177551	0.0753645218713123	0.00606036362181731	0.0784247054823289	0.400024001440086
SimData1349	0.0537526876343817	0.0504525226261313	0.0537026851342567	0.0147007350367518	0.0678533926696335	0.0527526376318816	0.0735536776838842	0.0628031401570078	0.00505025251262563	0.0653532676633832	0.500025001250063
SimData135	0.00640012800256005	0.0138602772055441	0.0119202384047681	0.0136202724054481	0.00108002160043201	0.0144002880057601	0.0105402108042161	0.00855017100342007	0.0149902998059961	0.00462009240184804	0.900018000360007
SimData1350	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1351	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1352	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1353	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1354	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1355	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1356	0.0430017200688027	0.0403616144645786	0.0429617184687388	0.0117604704188168	0.0542821712868515	0.0422016880675227	0.0588423536941478	0.0502420096803872	0.00404016160646426	0.0522820912836513	0.600024000960038
SimData1357	0.0322509675290259	0.0302709081272438	0.0322209666289989	0.00882026460793824	0.0407112213366401	0.0316509495284859	0.0441313239397182	0.037681130433913	0.00303009090272708	0.0392111763352901	0.700021000630019
SimData1358	0.0215004300086002	0.0201804036080722	0.0214804296085922	0.00588011760235205	0.0271405428108562	0.0211004220084402	0.0294205884117682	0.0251205024100482	0.00202004040080802	0.0261405228104562	0.800016000320006
SimData1359	0.010750107501075	0.010090100901009	0.010740107401074	0.002940029400294	0.013570135701357	0.010550105501055	0.014710147101471	0.012560125601256	0.001010010100101	0.013070130701307	0.900009000090001
SimData136	0	0	0	0	0	0	0	0	0	0	1
SimData1360	0	0	0	0	0	0	0	0	0	0	1
SimData1361	0.0119011901190119	0.0326032603260326	0.158715871587159	0.173217321732173	0.173317331733173	0.0558055805580558	0.0109010901090109	0.096009600960096	0.150615061506151	0.136913691369137	0
SimData1362	0.0107109639867588	0.0293426408376754	0.142842855857027	0.155894030462742	0.155984038563471	0.0502245202068186	0.00981088297946815	0.086407776699903	0.135552199697973	0.123221089898091	0.100009000810073
SimData1363	0.00952076166093288	0.0260820865669254	0.126970157612609	0.138571085686855	0.138651092087367	0.0446435714857189	0.00872069765581246	0.0768061444915593	0.120489639171134	0.109528762300984	0.200016001280102
SimData1364	0.00833058314081986	0.0228215975118258	0.111097776844379	0.121248487394118	0.121318492294461	0.0390627343914074	0.00763053413738962	0.067204704329303	0.105427379916594	0.0958367085695999	0.300021001470103
SimData1365	0.00714042842570554	0.0195611736704202	0.0952257135428126	0.103926235574134	0.10398623917435	0.0334820089205352	0.00654039242354541	0.0576034562073724	0.0903654219253155	0.0821449286957218	0.400024001440086
SimData1366	0.00595029751487574	0.016300815040752	0.0793539676983849	0.0866043302165108	0.0866543327166358	0.0279013950697535	0.00545027251362568	0.048002400120006	0.0753037651882594	0.0684534226711336	0.500025001250063
SimData1367	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1368	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1369	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData137	0.0704070407040704	0.123212321232123	0.0255025502550255	0.0916091609160916	0.127712771277128	0.0642064206420642	0.136113611361136	0.133213321332133	0.0674067406740674	0.160616061606161	0
SimData1370	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1371	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1372	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1373	0.00476019040761631	0.0130405216208648	0.0634825393015721	0.0692827713108524	0.0693227729109164	0.0223208928357134	0.00436017440697628	0.0384015360614425	0.0602424096963879	0.0547621904876195	0.600024000960038
SimData1374	0.0035701071032131	0.00978029340880227	0.0476114283428503	0.0519615588467654	0.0519915597467924	0.0167405022150665	0.00327009810294309	0.0288008640259208	0.0451813554406632	0.0410712321369641	0.700021000630019
SimData1375	0.00238004760095202	0.00652013040260805	0.0317406348126962	0.0346406928138563	0.0346606932138643	0.0111602232044641	0.00218004360087202	0.0192003840076801	0.0301206024120482	0.0273805476109522	0.800016000320006
SimData1376	0.001190011900119	0.003260032600326	0.015870158701587	0.017320173201732	0.017330173301733	0.005580055800558	0.001090010900109	0.00960009600096001	0.015060150601506	0.013690136901369	0.900009000090001
SimData1377	0	0	0	0	0	0	0	0	0	0	1
SimData1378	0.1192	0.0919	0.0053	0.1718	0.1604	0.0267	0.0014	0.1234	0.1226	0.1773	0
SimData1379	0.10728	0.08271	0.00477	0.15462	0.14436	0.02403	0.00126	0.11106	0.11034	0.15957	0.1
SimData138	0.0633657029132622	0.110889980098209	0.0229520656859117	0.0824474202678241	0.114940344631017	0.0577852006680601	0.122501025092258	0.119890790171115	0.0606654598913902	0.144553009770879	0.100009000810073
SimData1380	0.09536	0.07352	0.00424	0.13744	0.12832	0.02136	0.00112	0.09872	0.09808	0.14184	0.2
SimData1381	0.08344	0.06433	0.00371	0.12026	0.11228	0.01869	0.00098	0.08638	0.08582	0.12411	0.3
SimData1382	0.07152	0.05514	0.00318	0.10308	0.09624	0.01602	0.00084	0.07404	0.07356	0.10638	0.4
SimData1383	0.0596	0.04595	0.00265	0.0859	0.0802	0.01335	7e-04	0.0617	0.0613	0.08865	0.5
SimData1384	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1385	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1386	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1387	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1388	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1389	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData139	0.0563245059604768	0.0985678854308345	0.0204016321305704	0.0732858628690295	0.102168173453876	0.0513641091287303	0.108888711096888	0.106568525482039	0.0539243139451156	0.128490279222338	0.200016001280102
SimData1390	0.04768	0.03676	0.00212	0.06872	0.06416	0.01068	0.00056	0.04936	0.04904	0.07092	0.6
SimData1391	0.03576	0.02757	0.00159	0.05154	0.04812	0.00801	0.00042	0.03702	0.03678	0.05319	0.7
SimData1392	0.02384	0.01838	0.00106	0.03436	0.03208	0.00534	0.00028	0.02468	0.02452	0.03546	0.8
SimData1393	0.01192	0.00919	0.00053	0.01718	0.01604	0.00267	0.00014	0.01234	0.01226	0.01773	0.9
SimData1394	0	0	0	0	0	0	0	0	0	0	1
SimData1395	0.0921092109210921	0.146414641464146	0.158615861586159	0.153215321532153	0.107810781078108	0.0607060706070607	0.11981198119812	0.0018001800180018	0.0574057405740574	0.102110211021102	0
SimData1396	0.0828974607714694	0.131771859467352	0.142752847756298	0.137892410316929	0.0970287325859327	0.0546349171425428	0.107829704673421	0.00162014581312318	0.0516646498184837	0.091898270844376	0.100009000810073
SimData1397	0.0736858948715897	0.117129370349628	0.126890151212097	0.122569805584447	0.0862468997519801	0.0485638851108089	0.0958476678134251	0.00144011520921674	0.0459236738939115	0.0816865349227938	0.200016001280102
SimData1398	0.0644745132159251	0.102487174102187	0.111027771944036	0.107247507325513	0.0754652825697799	0.0424929745082156	0.0838658706109428	0.00126008820617443	0.0401828127968958	0.0714750032502275	0.300021001470103
SimData1399	0.0552633157989479	0.087845270716243	0.0951657099425965	0.0919255155309319	0.064683881032862	0.0364221853311199	0.0718843130587835	0.00108006480388823	0.0344420665239914	0.0612636758205492	0.400024001440086
SimData14	0.00567	0.02034	0.06873	0.06768	0.00216	0.0291	0.00288	0.03261	0.06117	0.00966	0.7
SimData140	0.0492834498414889	0.0862460372226056	0.0178512495874711	0.06412448871421	0.0893962577380417	0.0449431460202214	0.0952766693668557	0.093246527256908	0.0471833028311982	0.112427869950897	0.300021001470103
SimData1400	0.0460523026151308	0.0732036601830092	0.0793039651982599	0.0766038301915096	0.0539026951347567	0.0303515175758788	0.0599029951497575	0.000900045002250112	0.0287014350717536	0.0510525526276314	0.500025001250063
SimData1401	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1402	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1403	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1404	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1405	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1406	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1407	0.0368414736589464	0.0585623424936998	0.0634425377015081	0.0612824512980519	0.0431217248689948	0.0242809712388496	0.0479219168766751	0.000720028801152046	0.0229609184367375	0.0408416336653466	0.600024000960038
SimData1408	0.0276308289248677	0.0439213176395292	0.0475814274428233	0.0459613788413652	0.0323409702291069	0.0182105463163895	0.035941078232347	0.000540016200486015	0.0172205166154985	0.0306309189275678	0.700021000630019
SimData1409	0.0184203684073681	0.0292805856117122	0.0317206344126882	0.0306406128122562	0.0215604312086242	0.0121402428048561	0.0239604792095842	0.000360007200144003	0.0114802296045921	0.0204204084081682	0.800016000320006
SimData141	0.0422425345520731	0.073924435466128	0.0153009180550833	0.0549632977978679	0.0766245974758485	0.0385223113386803	0.0816648998939936	0.0799247954877293	0.0404424265455927	0.0963657819469168	0.400024001440086
SimData1410	0.00921009210092101	0.014640146401464	0.015860158601586	0.015320153201532	0.010780107801078	0.00607006070060701	0.011980119801198	0.000180001800018	0.00574005740057401	0.010210102101021	0.900009000090001
SimData1411	0	0	0	0	0	0	0	0	0	0	1
SimData1412	0.114488551144886	0.047995200479952	0.152884711528847	0.138486151384862	0.0610938906109389	0.183581641835816	0.139486051394861	0.0056994300569943	0.0623937606239376	0.0938906109389061	0
SimData1413	0.10304072633463	0.0431961123498885	0.137597616214541	0.124638782509574	0.0549850513453789	0.165225129738324	0.125538701516863	0.00512953834154926	0.0561549460548551	0.0845023947844694	0.0999910008099271
SimData1414	0.0915926725861931	0.0383969282457403	0.122310215182785	0.110791136709063	0.048876089912807	0.146868250539957	0.111591072714183	0.00455963522918167	0.0499160067194624	0.0751139908807295	0.199984001279898
SimData1415	0.0801443898927075	0.0335976481646285	0.10702250842441	0.0969432139750217	0.0427670063095583	0.128511004229704	0.0976431649784515	0.00398972071954963	0.043676942614017	0.0657253992220544	0.299979001469897
SimData1416	0.0686958782473052	0.0287982721036738	0.0917344959302442	0.0830950142991421	0.0366578005319681	0.110153390796552	0.0836949783013019	0.00341979481231126	0.0374377537347759	0.0563366198028118	0.399976001439914
SimData1417	0.0572471376431178	0.023998800059997	0.0764461776911154	0.0692465376731163	0.0305484725763712	0.0917954102294885	0.0697465126743663	0.00284985750712464	0.0311984400779961	0.0469476526173691	0.499975001249937
SimData1418	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1419	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData142	0.0352017600880044	0.0616030801540077	0.0127506375318766	0.0458022901145057	0.063853192659633	0.032101605080254	0.0680534026701335	0.0666033301665083	0.0337016850842542	0.08030401520076	0.500025001250063
SimData1420	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1421	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1422	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1423	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1424	0.0457981680732771	0.0191992320307188	0.0611575536978521	0.0553977840886365	0.0244390224391024	0.0734370625174993	0.0557977680892764	0.00227990880364785	0.0249590016399344	0.0375584976600936	0.599976000959962
SimData1425	0.0343489695309141	0.0143995680129596	0.0458686239412818	0.0415487535373939	0.0183294501164965	0.0550783476495705	0.0418487445376639	0.00170994870153895	0.0187194384168475	0.0281691549253522	0.699979000629981
SimData1426	0.0228995420091598	0.00959980800383992	0.0305793884122318	0.0276994460110798	0.0122197556048879	0.0367192656146877	0.0278994420111598	0.00113997720045599	0.0124797504049919	0.0187796244075118	0.799984000319994
SimData1427	0.011449885501145	0.00479995200047999	0.015289847101529	0.013849861501385	0.00610993890061099	0.018359816401836	0.013949860501395	0.000569994300056999	0.00623993760062399	0.00938990610093899	0.899991000089999
SimData1428	0	0	0	0	0	0	0	0	0	0	1
SimData1429	0.0873	0.053	0.0312	0.1201	0.1044	0.1606	0.1051	0.0263	0.2006	0.1114	0
SimData143	0.0281611264450578	0.0492819712788512	0.0102004080163207	0.0366414656586263	0.0510820432817313	0.0256810272410896	0.0544421776871075	0.0532821312852514	0.0269610784431377	0.0642425697027881	0.600024000960038
SimData1430	0.07857	0.0477	0.02808	0.10809	0.09396	0.14454	0.09459	0.02367	0.18054	0.10026	0.1
SimData1431	0.06984	0.0424	0.02496	0.09608	0.08352	0.12848	0.08408	0.02104	0.16048	0.08912	0.2
SimData1432	0.06111	0.0371	0.02184	0.08407	0.07308	0.11242	0.07357	0.01841	0.14042	0.07798	0.3
SimData1433	0.05238	0.0318	0.01872	0.07206	0.06264	0.09636	0.06306	0.01578	0.12036	0.06684	0.4
SimData1434	0.04365	0.0265	0.0156	0.06005	0.0522	0.0803	0.05255	0.01315	0.1003	0.0557	0.5
SimData1435	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1436	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1437	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1438	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1439	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData144	0.0281611264450578	0.0492819712788512	0.0102004080163207	0.0366414656586263	0.0510820432817313	0.0256810272410896	0.0544421776871075	0.0532821312852514	0.0269610784431377	0.0642425697027881	0.600024000960038
SimData1440	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1441	0.03492	0.0212	0.01248	0.04804	0.04176	0.06424	0.04204	0.01052	0.08024	0.04456	0.6
SimData1442	0.02619	0.0159	0.00936	0.03603	0.03132	0.04818	0.03153	0.00789	0.06018	0.03342	0.7
SimData1443	0.01746	0.0106	0.00624	0.02402	0.02088	0.03212	0.02102	0.00526	0.04012	0.02228	0.8
SimData1444	0.00873	0.0053	0.00312	0.01201	0.01044	0.01606	0.01051	0.00263	0.02006	0.01114	0.9
